Config,Gain,Vcc,Vout,RC,RE,RG
CC,35.03668975,16.36829009,16.59527599,288.9153461,487.3746753,11602.18234
CG,69.32106894,19.03930888,7.882229675,143.5485971,239.7879548,9044.586228
CE,31.19738299,13.1634157,1.85970233,11303.71337,362.3038971,9192.987655
CC,37.90641649,10.65789408,1.923985086,892.6180615,823.7441869,12659.682
CG,1.94176107,17.11209658,6.822182628,248.9479448,947.754667,7932.79995
CC,59.63625977,5.847753834,6.036639752,635.9744116,723.70247,14604.6183
CC,1.936246036,19.85388856,11.35918025,868.0878847,681.1009542,1743.132898
CE,48.88217412,17.57774433,8.82808878,8749.655551,178.9698117,9499.953012
CE,46.92989576,13.18173669,8.88611692,4295.61977,91.50769362,9399.542176
CC,41.34853585,19.84365946,16.76174264,852.5256034,455.0601261,7466.44792
CC,0.671608184,11.04074373,17.5185002,851.9034518,671.780439,21760.38104
CG,22.95478369,16.60744073,10.7733633,458.1674865,678.504101,18096.12905
CG,33.93495188,9.158818064,13.53814872,479.2195435,860.9694771,764.4133169
CC,115.5698504,12.42009059,4.877668139,383.6460319,340.7680549,17254.36516
CE,17.4574713,19.22278237,14.52823031,4694.552061,268.8886348,9495.968577
CC,14.54614902,19.04898041,2.348387836,436.1873239,537.9114987,7458.491638
CE,50.19930148,14.75972525,4.494027999,10265.69725,204.4738067,9387.201461
CC,17.75922369,6.313714244,7.307911775,792.9015691,658.0242615,5669.612594
CG,22.13827156,14.68402829,4.182935442,193.2482488,649.1454343,326.2218275
CE,-3.193378366,10.12670668,8.041335201,2085.371475,653.004875,8663.924099
CG,36.38158223,7.227046525,2.331508378,365.3149167,98.86449273,17006.98898
CG,130.0380243,13.55752827,16.07148135,140.450897,685.3833245,4496.23694
CC,58.03390882,5.524666112,14.8935497,154.7803029,366.1729091,15793.78873
CG,54.8892131,8.398076236,15.41037756,252.3007832,525.3524096,20554.91326
CC,44.28406656,14.46226844,16.78090951,718.535107,964.739352,8431.525132
CC,70.64239904,5.076050789,1.338571829,807.8030245,375.0650108,18242.26999
CG,73.82111077,8.109819091,12.85277117,591.3495203,630.6891799,2101.305794
CG,79.2937496,16.01887754,11.26947653,385.3058747,633.2927802,4398.406228
CE,44.4847617,8.835529222,1.347264842,7488.26438,168.308247,9017.253834
CG,79.6171462,13.07197582,16.14119558,559.3196655,54.83678579,12841.62863
CE,46.86825233,9.528776292,7.254727327,2274.048965,48.49502905,9214.489871
CG,29.26948079,16.04909157,9.347778439,914.9979637,470.8015364,10183.39782
CC,42.33410949,11.47414213,1.217453079,239.569983,654.1613976,1855.246721
CG,45.74965008,9.174557979,17.05441107,340.1827128,243.0647332,7642.539492
CE,34.41361506,11.31208764,1.882701409,9429.386226,273.9766185,9138.994808
CE,62.95933715,18.17870294,9.163378241,9015.324695,143.1678146,9536.178231
CG,66.48585636,7.305096102,15.20019874,245.6634755,986.636526,5612.846244
CC,29.71169879,17.01312707,8.059386116,932.2049651,33.36627622,7818.867799
CC,6.687714295,13.94661592,5.719338761,710.3447654,908.9317775,14783.89309
CG,46.93604522,11.29403206,3.171909188,723.6054467,490.9534696,9697.231341
CE,86.82891412,12.73720497,10.33793512,2399.269846,27.60715307,9428.75446
CE,31.68325926,13.60252956,11.37380082,2228.728741,70.31904897,9433.694266
CC,69.27685104,5.022258616,16.38420193,359.0891295,250.5988065,15475.92634
CC,43.67722858,5.130158004,1.95228032,169.6706992,883.192345,4655.126181
CG,65.00378784,10.68350613,16.70411831,545.3267542,291.7773323,1552.855334
CG,-41.42240317,11.42079085,11.44710348,775.3109734,258.321741,5047.705582
CG,80.62828851,17.52783183,5.904571882,826.2739785,500.9634018,16232.62159
CG,39.64102225,8.822493873,8.065567997,346.558405,850.0817741,19041.52911
CE,95.94329468,7.907144397,13.87301311,-5965.868718,-62.20619502,9193.395526
CE,54.76311565,5.858591051,16.9400014,-11081.41035,-202.3767146,9150.609283
CE,68.53396017,14.08461754,17.172056,-3087.438452,-45.07475993,9535.006728
CG,25.75985404,17.91854897,7.062322133,992.9679812,41.4401494,7916.493044
CC,36.9508222,9.269270353,9.542113853,731.2448202,148.0492507,14883.80971
CE,41.15705772,13.7663099,15.85581948,-2089.50958,-50.79416805,9528.409692
CG,70.90473408,16.14101411,5.756980798,714.4542783,740.9649551,5130.159641
CG,71.86694985,13.6841183,15.26143738,594.7792741,876.8901618,17865.95376
CG,4.405247243,16.41206961,1.609403031,143.5890939,481.8190787,21916.70977
CG,75.57739851,15.81813642,13.35510228,929.8208936,821.7133882,9591.343842
CC,22.90482214,9.867504075,2.634247821,931.0603781,518.7634906,16950.70218
CG,39.66711782,12.34318036,13.4167972,425.6439216,704.4434977,2763.884264
CC,59.85303706,13.26844855,10.54675185,432.6363681,257.3950296,10865.87698
CG,35.89131519,18.77571712,15.57091684,212.3526803,442.972852,20464.16712
CE,81.3315999,13.34337177,4.608606717,8734.765057,107.3719413,9394.926594
CG,63.56339425,11.80635096,16.60757091,356.6331456,553.1749709,17109.9535
CG,58.92764127,18.83468367,4.562590964,229.4231534,783.7811862,15328.04179
CC,17.67819841,17.72210531,11.56250477,702.4376938,771.2677573,15816.01745
CG,65.19957658,9.210389087,7.988876778,535.2230006,140.8856515,794.8653705
CE,56.20254724,15.13399123,17.3265251,-2192.533871,-39.03629004,9563.258826
CG,71.59222408,12.77793413,18.06719888,958.0856486,759.5830888,19124.61403
CE,67.3525017,5.773806832,6.201003962,-427.19713,-6.367706198,8798.65691
CG,61.40492336,7.350200659,14.59323766,772.3279321,63.91507353,7186.388877
CE,23.98496026,17.65551439,9.813275794,7842.238593,326.9398358,9418.346125
CC,58.4075597,6.704373818,11.11669358,595.1206273,632.3811048,16761.54972
CC,24.9717197,7.664329992,8.597192429,519.2553373,407.8297064,7037.782312
CE,76.54098781,19.34446989,6.741184206,12603.28568,164.6356092,9553.032151
CG,54.808151,13.69599514,1.5627516,810.0838319,595.812431,4659.756435
CG,23.52905287,8.165073902,2.651509652,617.366558,356.6401783,17541.49024
CC,36.83941698,11.08047143,13.09770427,616.4370559,948.5876265,265.351797
CC,82.27089138,13.13841535,2.920902272,344.7865651,79.54914191,20592.69158
CE,57.7060243,13.78000135,2.304022369,11475.97898,198.8446868,9347.717998
CG,73.09959879,6.330245352,16.59948547,257.1975146,243.938053,20019.32959
CG,57.3845255,14.72000258,4.866200925,291.2683025,605.8885355,21321.02198
CC,34.29828048,7.3354772,15.35751969,949.7366636,749.2015024,9333.749265
CE,89.98579606,19.18821354,11.56303515,7625.178388,84.71257773,9591.044484
CE,66.58004375,12.38751052,1.05240392,11335.1066,170.2228094,9297.499842
CC,89.90873792,7.254630247,13.56358895,765.9784144,512.6165533,4456.240786
CG,77.25070481,10.24961619,1.429492763,697.8433051,436.14403,19324.98113
CE,80.11721011,15.58478744,11.29616031,4288.627125,53.50441171,9516.512872
CE,60.12671695,12.03274698,15.68585204,-3653.105058,-60.78176909,9468.767828
CG,39.02167968,16.88480742,9.586535543,315.5463461,324.7837191,20160.76903
CG,24.05996821,13.85855768,12.26665695,874.432114,311.1004438,9905.847863
CC,52.49516845,11.0806036,2.311531956,578.869006,422.1031515,16168.68089
CG,76.39107018,5.325485419,8.841394508,352.6588509,958.8980731,10179.01854
CE,48.83555833,8.545317877,14.50268652,-5957.368643,-122.013339,9323.621813
CG,25.34638832,12.44867894,10.63105518,492.2451136,662.6954552,14058.64136
CG,67.77077798,10.31003396,18.08011604,546.2729405,21.03281844,9560.809963
CC,31.45575681,12.45538942,11.03076643,632.1531032,320.2146891,10195.81901
CC,0.306586227,19.53852871,13.73280057,981.9801343,808.6727812,15294.46997
CG,60.68044468,17.2638237,7.913165364,450.8348477,845.4691744,3079.836711
CG,77.94553486,5.973399547,14.29889569,707.3678656,541.8732555,15247.88389
CG,23.87093698,13.72005084,13.24935296,560.466883,495.4272641,14941.40181
CG,91.83063824,15.65835482,7.358901416,796.4225305,52.45382248,10317.58146
CC,36.84428441,9.010043228,6.924293322,861.6738598,627.1239963,15857.97537
CC,42.33863727,6.260958497,15.12319056,584.5355455,376.9945344,19673.4036
CE,40.29864215,16.04657269,17.03995447,-993.3817826,-24.67550258,9579.147205
CG,80.49765191,18.36734636,3.973938036,231.1660511,958.6539114,21394.61309
CE,98.14071176,17.39469959,13.65757209,3737.127503,38.05427857,9575.701624
CC,63.53276975,19.56606036,6.381767211,813.8521423,385.3122612,3195.506397
CE,80.56065261,13.0096562,16.29202893,-3282.372728,-40.7691179,9493.275708
CE,41.21569644,8.014474504,7.526662053,487.8124507,11.81059888,9111.843704
CE,37.13758453,7.004049614,8.045009516,-1040.959901,-28.05482247,9040.633327
CE,89.83054489,9.364169307,9.878534496,-514.365189,-5.750949783,9258.611173
CC,70.20473035,19.92598992,17.26143578,293.4375421,828.8668723,2434.322496
CE,49.40973847,9.657788242,17.12868576,-7470.89752,-151.2279359,9431.782878
CC,46.26174784,10.00610243,6.681020666,936.8287315,347.884617,8337.032943
CC,58.54125844,10.66729795,4.420994805,498.1147591,365.3794246,17174.68407
CC,-5.69292197,12.9176897,6.726551807,208.2920567,899.636565,9550.451547
CG,41.57690316,17.92623846,13.46009887,476.40703,191.1248866,10210.51427
CE,61.99107162,14.21171004,5.040849077,9170.860966,147.9134164,9403.369887
CG,-5.39188941,14.46377387,3.477198971,413.5606119,570.0671643,2108.160101
CG,55.32355582,8.196773644,14.90106062,306.6559949,335.0619296,19953.11355
CE,43.1445435,10.34528367,8.589647133,1755.636535,40.66697151,9284.053492
CE,93.75084261,18.07697648,15.81113636,2265.84012,24.14374405,9599.411027
CC,25.08487554,14.07881843,15.19737589,106.7581456,808.4437015,16880.06982
CE,92.03227564,9.070872271,11.28596907,-2215.096794,-24.09369523,9254.86074
CG,74.00778422,17.37353505,7.04342812,152.662043,897.8925255,19634.01038
CC,44.49763873,17.62362858,8.991810722,132.2871407,215.2760887,13701.98194
CE,27.48957609,15.39253017,4.789647948,10602.88223,385.6805558,9294.670503
CG,11.81976569,7.207619228,14.44407639,627.8879877,591.3371665,2634.346071
CC,72.08691824,14.65543943,5.935035406,128.3959386,918.6853131,9877.605831
CC,47.67011999,6.629098471,11.22652053,998.8582587,396.1841219,4968.822139
CE,67.58796048,15.26324192,9.364642475,5898.599444,87.24793149,9484.219712
CC,70.44992629,5.942653017,15.6586223,908.027201,722.773425,7796.663181
CG,39.45410978,14.64793837,11.77701522,649.4154502,910.4872383,14895.12113
CE,92.78306857,14.52761143,13.4732721,1054.339327,11.33848844,9510.354134
CC,42.14155575,7.764858544,11.68191006,580.0333573,21.41958458,18389.85445
CE,66.88633234,9.318742934,17.95211421,-8633.371274,-129.100268,9387.364008
CC,40.00951664,5.567682177,2.919454044,467.5842453,585.5364346,15534.35057
CE,61.22215129,13.36433978,5.599718459,7764.621316,126.8019924,9381.337196
CG,48.7868445,13.42887832,15.21725907,343.4536856,878.2490507,167.4463491
CE,32.68348546,5.283983687,2.72965694,2554.326747,78.12843779,8527.382967
CC,37.59901941,19.17385964,2.099089647,934.6141046,791.6215182,3336.257348
CC,-11.43916069,11.37507444,18.00129183,608.0727295,780.2738501,11923.09539
CE,93.92343968,8.659206931,1.604183165,7055.023765,75.08962303,9104.895368
CC,50.77436676,16.15189155,14.03422664,869.423368,270.8479461,17985.63049
CG,41.26408212,14.77328309,15.86955007,252.8066473,620.317985,21684.56196
CC,41.03522365,7.994209907,15.35854358,746.1523385,854.9644707,16633.21462
CE,38.85509234,10.72271003,6.328368642,4394.34139,113.0706363,9241.730277
CG,33.89236175,17.74140747,2.785346055,311.9875094,877.778967,15432.73983
CG,29.65364194,18.64327558,4.934429273,781.0872675,436.3045953,14923.64987
CC,35.69778324,10.65133893,16.33013576,909.5239028,72.22645453,17042.91328
CE,58.81870332,15.64467124,11.9911141,3653.557141,62.09056758,9512.875307
CG,30.85266538,6.086965349,3.765063468,775.7568613,42.9238238,7696.47288
CE,75.06814502,11.65923206,14.43432678,-2775.094723,-36.99267414,9431.34563
CC,37.1553658,13.42027596,4.002167985,361.6304756,919.0905451,9090.714198
CC,83.93219239,16.82061067,15.9958421,224.9860655,865.6976556,8315.413118
CC,73.08712695,6.950140848,3.696976832,275.0093866,542.4512536,17750.27574
CE,67.14433102,8.033324402,15.620502,-7587.177597,-113.0230369,9269.32247
CG,96.09515333,11.78593978,1.842863324,448.257113,855.8586804,12971.39181
CC,88.26502227,19.97162873,16.06520317,844.0935028,906.1200384,19563.35325
CC,87.27240107,6.324524227,7.125071729,189.6004875,531.8993872,6433.795891
CG,65.12573725,5.916970059,2.404293907,524.7549165,482.3112446,15811.84498
CC,47.1670922,17.93309878,2.486074394,868.4014739,552.8732133,7808.331246
CC,24.11984505,13.77304022,7.882615521,153.8158101,199.4702252,7153.812801
CG,85.20384074,7.131202606,1.699956608,321.7082596,313.163323,2515.805089
CG,42.01692038,6.78562498,3.124854515,847.7974508,666.5961051,14747.63889
CG,88.9571892,15.29030968,17.76605581,698.0678466,898.1585019,2784.073546
CC,6.032923405,5.156240685,14.83624448,972.8545136,418.5775144,6221.644092
CG,59.1744692,15.14825208,4.848333146,146.0054757,692.2731038,2717.882946
CG,102.3045334,19.93786229,16.96917249,789.3857896,698.7889797,14569.1457
CE,79.86859791,14.98449398,13.56284439,1421.649586,17.77485656,9520.988258
CE,26.25471122,8.466799948,1.416371263,7050.428686,268.5145633,8856.103169
CC,36.29707685,15.86375618,4.095016499,340.8446563,903.6407797,12261.20637
CG,34.76524181,17.16419612,4.731893673,271.304675,298.1115991,1521.552796
CG,34.63124276,13.58823368,16.01633135,616.2332095,112.555901,12491.69427
CC,33.11836761,7.724423167,17.46800524,190.7124301,380.5633712,7048.737922
CC,57.20537527,17.18185232,2.63009494,203.9757787,53.29940849,3871.21716
CG,8.404079313,17.91312172,4.474298397,516.0067379,85.73103592,11438.34872
CC,30.82878564,15.38986268,3.806784381,896.5616405,198.4255319,9346.067383
CE,77.30183002,6.956682721,15.0287972,-8072.114475,-104.4483296,9143.914285
CG,75.93532127,19.58859589,12.43642391,671.9353121,906.1385921,6850.370289
CG,89.02999318,8.44534086,13.93937358,489.4715173,658.7529876,4402.77944
CE,71.00895837,17.67342783,1.664776111,16008.65172,225.4205225,9476.377457
CC,39.86912078,11.60347312,16.3748407,647.6349628,461.9751787,11276.29035
CC,52.32149799,16.73585486,1.399910032,549.104881,78.51046928,6049.996472
CE,39.86842749,12.88450799,5.892433543,6992.074451,175.3537368,9320.615318
CG,75.53195987,17.37073421,17.98208612,508.6412078,461.3226284,18979.09086
CG,69.33342382,13.2678086,15.99176814,753.3268815,479.4068101,12783.30021
CG,73.16854295,18.39247938,16.62946479,939.7649609,625.089365,4197.493687
CC,36.1807085,18.60432852,11.38973906,291.4997827,248.2524384,15756.57214
CC,67.30890214,17.41533775,4.183317362,185.9463817,50.83488106,7848.455815
CE,42.31793846,17.11259933,17.92919238,-816.5930522,-19.32161704,9602.23554
CG,44.4046625,9.158627197,15.76581266,206.8772579,792.1178662,5738.727972
CC,43.87180688,16.74943451,11.98858799,933.8822586,102.2815932,21423.54954
CC,-5.304518306,8.386944896,12.14993237,420.1153437,144.7619813,18072.01468
CE,40.74625961,14.8135636,2.604720669,12208.84293,299.6060103,9325.208952
CG,-14.03966026,16.32746688,13.62001755,881.6573297,575.1063122,18409.29834
CG,39.83475016,19.61483972,3.761954622,256.8928636,818.4094359,19129.19978
CE,80.88507691,8.864262757,6.773531127,2090.73163,25.82317509,9181.180438
CC,51.84898101,16.23101256,10.74152642,729.3025088,929.1063944,11462.03491
CE,58.52151764,19.25310075,15.77379708,3479.303676,59.42840819,9605.555272
CG,47.04528441,8.284144096,18.09713131,129.838404,275.4295482,620.1221402
CE,26.00766352,9.313147955,5.29975309,4013.394864,154.2908562,9082.704516
CG,32.84437399,13.76899595,13.73005902,729.9087999,981.0452334,21547.18719
CG,18.85783771,14.16368633,8.680365222,496.6264491,59.88883887,19953.93128
CG,81.36912563,5.373080694,12.54803968,391.3265803,686.3719154,21804.76933
CG,92.57628469,5.434329095,16.74317063,541.9938451,909.9717886,10763.51133
CG,71.19041512,14.32557238,3.339905654,458.5743523,127.9878837,6320.367164
CC,54.84328666,16.17018921,8.668856538,984.5097839,762.1451159,531.338059
CE,55.42764181,5.702894765,13.56186707,-7858.97231,-141.8129609,9021.221569
CG,-8.433576876,13.73422115,10.59826653,981.2324383,840.2370225,14509.1063
CC,16.24249301,6.088523901,13.45297822,536.2564095,151.0199698,19489.12486
CE,54.60022767,11.68370843,11.01955105,664.1573798,12.13900385,9390.485471
CE,5.312083912,18.54387525,11.66905198,6874.823274,1294.160745,8924.625669
CE,67.84296944,18.40598085,5.727202893,12678.77796,186.8591836,9518.167931
CE,18.75776195,5.945649762,12.41530002,-6469.650254,-344.930233,9402.807462
CG,69.46209866,11.36045322,17.49086664,511.6494099,951.7870369,19310.08937
CG,32.17435386,8.443900839,2.334676766,493.7889263,215.6217531,5526.064842
CC,36.5385192,19.71783878,6.025224229,554.9237093,637.0592796,2731.388856
CG,57.82515574,16.22878828,7.461345882,933.176023,403.3331461,3845.516983
CE,60.70748972,6.656053527,10.79732444,-4141.27091,-68.24180372,9050.851689
CG,40.22516318,9.942854238,3.547176086,585.5487689,797.7043372,20062.26343
CE,62.8041129,16.70756907,13.66552904,3042.040029,48.41195562,9552.052155
CG,28.08270462,12.45621924,12.45836523,427.8517271,131.7230404,2155.393575
CE,65.92533865,10.98205441,6.629866162,4352.188249,65.9919267,9302.505799
CG,31.81755696,19.21064077,17.7559092,565.6693818,767.974406,13918.29423
CC,6.413667311,5.774308496,11.37683605,838.1357426,930.5240984,21449.16457
CE,51.08532116,8.143790385,5.271221696,2872.568689,56.20580414,9071.432627
CE,71.20177543,12.79453685,11.53917996,1255.356896,17.60597743,9439.130947
CG,76.71315899,16.53763776,4.268487636,398.0668908,786.5315041,19184.05318
CE,93.12360716,14.96513853,6.968423195,7996.715332,85.84705303,9474.881538
CC,107.8042496,12.44106727,7.282703888,676.6514152,497.824926,14852.7512
CG,52.05341458,14.13048507,3.28002121,726.9381851,515.5824822,8973.64263
CE,85.96732998,5.924632381,2.401177793,3523.454589,40.9609721,8749.355362
CE,24.52886268,5.455584671,13.66027766,-8204.692988,-334.5163743,9330.074322
CC,58.25086118,16.68003239,16.76561928,373.4597915,619.7271528,21947.58814
CE,67.38579349,14.46822064,16.08851687,-1620.296227,-24.07007157,9532.817514
CG,89.11164188,8.803197202,2.245112597,577.0025663,508.7527383,20845.13991
CC,83.82106914,8.139545127,18.05826527,843.1633969,482.5344107,9093.214825
